,movie_name,movie_year,movie_runtime,movie_rating,movie_metascore,movie_genre,movie_votes,movie_gross,movie_certificate,movie_synopsis,gen_1,gen_2,gen_3
467,Arsenic and Old Lace,1943,118,8,,"Comedy, Crime, Thriller            ","65,988",,Not Rated,A writer of books on the futility of marriage risks his reputation when he decides to get married. Things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers.,Comedy,Crime,Thriller
470,The Rules of the Game,1939,110,8,,"Comedy, Drama            ","27,196",,Not Rated,"A bourgeois life in France at the onset of World War II, as the rich and their poor servants meet up at a French chateau.",Comedy,Drama,
471,The Thin Man,1934,91,8,86,"Comedy, Crime, Mystery            ","27,283",,TV-PG,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",Comedy,Crime,Mystery
502,The Man from Earth,2007,87,7.9,,"Drama, Fantasy, Mystery            ","177,208",,Not Rated,An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.,Drama,Fantasy,Mystery
507,C.R.A.Z.Y.,2005,129,7.9,81,"Comedy, Drama            ","31,700",,Not Rated,"A young French Canadian, one of five boys in a conservative family in the 1960s and 1970s, struggles to reconcile his emerging identity with his father's values.",Comedy,Drama,
512,Head-On,2004,121,7.9,78,"Drama, Romance            ","52,057",,R,"With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love.",Drama,Romance,
529,Whisper of the Heart,1995,111,7.9,75,"Animation, Drama, Family            ","54,570",,G,"A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses.",Animation,Drama,Family
533,Ninja Scroll,1993,94,7.9,,"Animation, Action, Adventure            ","35,199",,Not Rated,A vagabond swordsman is aided by a beautiful ninja girl and a crafty spy in confronting a demonic clan of killers - with a ghost from his past as their leader - who are bent on overthrowing the Tokugawa Shogunate.,Animation,Action,Adventure
537,Kiki's Delivery Service,1989,103,7.9,83,"Animation, Adventure, Drama            ","128,825",,G,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",Animation,Adventure,Drama
551,"Aguirre, the Wrath of God",1972,95,7.9,,"Action, Adventure, Biography            ","53,495",,Not Rated,"In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado.",Action,Adventure,Biography
552,Harold and Maude,1971,91,7.9,62,"Comedy, Drama, Romance            ","72,098",,PG,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",Comedy,Drama,Romance
559,The Manchurian Candidate,1962,126,7.9,94,"Drama, Thriller            ","72,162",,PG-13,A former prisoner of war is brainwashed as an unwitting assassin for an international Communist conspiracy.,Drama,Thriller,
561,L'Avventura,1960,144,7.9,,"Drama, Mystery, Romance            ","27,297",,Not Rated,"A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other.",Drama,Mystery,Romance
564,The Searchers,1956,119,7.9,94,"Adventure, Drama, Western            ","82,074",,Passed,An American Civil War veteran embarks on a journey to rescue his niece from the Comanches.,Adventure,Drama,Western
565,East of Eden,1955,118,7.9,72,Drama,"41,340",,PG,"Two brothers struggle to maintain their strict, Bible-toting father's favor.",Drama,,
566,Harvey,1950,104,7.9,,"Comedy, Drama, Fantasy            ","53,119",,Approved,"Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows.",Comedy,Drama,Fantasy
570,The Philadelphia Story,1940,112,7.9,96,"Comedy, Romance            ","64,710",,Not Rated,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",Comedy,Romance,
572,Stagecoach,1939,96,7.9,93,"Adventure, Drama, Western            ","44,895",,Passed,A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.,Adventure,Drama,Western
573,Bringing Up Baby,1938,102,7.9,91,"Comedy, Family, Romance            ","56,217",,Passed,"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",Comedy,Family,Romance
577,Freaks,1932,64,7.9,80,"Drama, Horror            ","42,791",,Not Rated,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",Drama,Horror,
578,Nosferatu,1922,94,7.9,,"Fantasy, Horror            ","90,219",,Not Rated,Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.,Fantasy,Horror,
579,The Gentlemen,2019,113,7.8,51,"Action, Comedy, Crime            ","266,304",,R,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",Action,Comedy,Crime
580,The Mitchells vs the Machines,2021,113,7.8,80,"Animation, Adventure, Comedy            ","55,361",,PG,"A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.",Animation,Adventure,Comedy
581,Raazi,2018,138,7.8,,"Action, Drama, Thriller            ","26,483",,Not Rated,A Kashmiri woman agrees to marry a Pakistani army officer in order to spy on Pakistan during the Indo-Pakistan War of 1971.,Action,Drama,Thriller
582,Sound of Metal,2019,120,7.8,82,"Drama, Music            ","90,983",,R,A heavy-metal drummer's life is thrown into freefall when he begins to lose his hearing.,Drama,Music,
585,Perfect Strangers,2016,96,7.8,,"Comedy, Drama            ","59,123",,,"Seven long-time friends get together for a dinner. When they decide to share with each other the content of every text message, email and phone call they receive, many secrets start to unveil and the equilibrium trembles.",Comedy,Drama,
588,Udta Punjab,2016,148,7.8,,"Action, Crime, Drama            ","27,938",,Not Rated,A story that revolves around drug abuse in the affluent north Indian State of Punjab and how the youth there have succumbed to it en-masse resulting in a socio-economic decline.,Action,Crime,Drama
597,Pride,2014,119,7.8,79,"Biography, Comedy, Drama            ","52,968",,R,U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,Biography,Comedy,Drama
619,The Chaser,2008,125,7.8,64,"Action, Crime, Thriller            ","60,290",,Not Rated,A disgraced ex-policeman who runs a small ring of prostitutes finds himself in a race against time when one of his women goes missing.,Action,Crime,Thriller
624,The Trial of the Chicago 7,2020,129,7.8,76,"Drama, History, Thriller            ","147,841",,R,"The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.",Drama,History,Thriller
625,Another Round,2020,117,7.8,80,"Comedy, Drama            ","81,833",,Not Rated,Four high school teachers consume alcohol on a daily basis to see how it affects their social and professional lives.,Comedy,Drama,
653,Joint Security Area,2000,110,7.8,58,"Action, Drama, Thriller            ","27,429",,Not Rated,"After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened.",Action,Drama,Thriller
674,Hard Boiled,1992,128,7.8,,"Action, Crime, Thriller            ","47,470",,R,A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.,Action,Crime,Thriller
680,The Killer,1989,111,7.8,82,"Action, Crime, Drama            ","46,205",,R,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.,Action,Crime,Drama
694,Days of Heaven,1978,94,7.8,93,"Drama, Romance            ","54,206",,PG,A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.,Drama,Romance,
696,The Man Who Would Be King,1975,129,7.8,91,"Adventure, History, War            ","45,958",,PG,"Two British former soldiers decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.",Adventure,History,War
700,Badlands,1973,94,7.8,93,"Action, Crime, Drama            ","67,799",,PG,An impressionable teenage girl from a dead-end town and her older greaser boyfriend embark on a killing spree in the South Dakota badlands.,Action,Crime,Drama
706,Bonnie and Clyde,1967,111,7.8,86,"Action, Biography, Crime            ","104,519",,R,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",Action,Biography,Crime
710,Jules and Jim,1962,105,7.8,97,"Drama, Romance            ","38,580",,Not Rated,Decades of a love triangle concerning two friends and an impulsive woman.,Drama,Romance,
715,Red River,1948,133,7.8,,"Action, Adventure, Drama            ","28,804",,Passed,"Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son.",Action,Adventure,Drama
716,Key Largo,1948,100,7.8,,"Action, Crime, Drama            ","37,647",,Not Rated,"A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.",Action,Crime,Drama
717,To Have and Have Not,1944,100,7.8,90,"Adventure, Comedy, Film-Noir            ","31,736",,Passed,"During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer.",Adventure,Comedy,Film-Noir
718,Gaslight,1944,114,7.8,,"Crime, Drama, Mystery            ","25,450",,Not Rated,"Years after her aunt was murdered in her home, a young woman moves back into the house with her new husband. However, he has a secret that he will do anything to protect, even if it means driving his wife insane.",Crime,Drama,Mystery
719,Shadow of a Doubt,1943,108,7.8,94,"Film-Noir, Thriller            ","60,805",,PG,"A young girl, overjoyed when her favorite uncle comes to visit the family, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities.",Film-Noir,Thriller,
720,The Lady Vanishes,1938,96,7.8,98,"Mystery, Thriller            ","48,558",,Not Rated,"While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.",Mystery,Thriller,
722,Duck Soup,1933,69,7.8,93,"Comedy, Musical, War            ","56,271",,Not Rated,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.,Comedy,Musical,War
723,Scarface,1932,93,7.8,87,"Action, Crime, Drama            ","25,896",,PG,"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.",Action,Crime,Drama
